Age,Education_Years,Gender,Hours_worked_Perweek,Income
50,9, Male,40, >50K
42,10, Male,44, >50K
38,14, Male,25, <=50K
48,4, Male,40, <=50K
33,11, Female,40, >50K
51,9, Female,32, <=50K
22,9, Male,40, <=50K
19,9, Male,30, <=50K
41,10, Male,50, <=50K
48,14, Male,35, >50K
42,9, Female,30, <=50K
34,10, Male,40, <=50K
23,9, Female,40, <=50K
56,9, Male,50, <=50K
30,13, Male,45, <=50K
45,9, Male,55, >50K
48,6, Female,40, <=50K
48,14, Male,50, <=50K
31,11, Female,40, <=50K
20,12, Male,20, <=50K
27,10, Male,40, <=50K
32,9, Female,40, <=50K
76,4, Male,2, <=50K
19,9, Male,40, <=50K
66,5, Male,1, <=50K
37,9, Male,75, <=50K
34,9, Female,30, <=50K
34,7, Female,8, <=50K
90,9, Female,40, <=50K
23,10, Female,40, <=50K
43,10, Female,40, <=50K
44,13, Male,60, >50K
24,10, Female,37, <=50K
28,15, Male,55, <=50K
64,12, Female,20, <=50K
23,10, Male,40, <=50K
20,10, Female,50, <=50K
36,13, Male,50, >50K
61,9, Male,40, <=50K
53,13, Male,40, >50K
30,13, Male,40, >50K
52,10, Male,55, >50K
38,10, Male,40, <=50K
32,13, Male,40, <=50K
30,8, Male,75, <=50K
41,11, Female,40, <=50K
49,14, Male,40, >50K
45,9, Male,47, >50K
43,9, Male,35, <=50K
61,9, Male,40, <=50K
54,9, Male,32, <=50K
34,12, Female,40, <=50K
49,10, Male,80, >50K
38,10, Male,40, <=50K
35,15, Male,80, >50K
36,8, Male,40, <=50K
30,13, Male,50, <=50K
36,12, Female,60, <=50K
22,13, Female,20, <=50K
38,9, Male,40, >50K
37,9, Male,50, >50K
48,16, Female,46, >50K
17,7, Male,15, <=50K
19,10, Male,20, <=50K
27,13, Female,40, <=50K
22,13, Male,50, <=50K
49,9, Male,40, <=50K
43,11, Female,40, >50K
43,13, Female,40, <=50K
19,9, Female,35, <=50K
58,9, Male,60, <=50K
41,10, Male,40, >50K
31,10, Male,40, <=50K
30,11, Male,40, <=50K
32,9, Male,40, <=50K
29,13, Male,35, <=50K
42,10, Male,52, >50K
38,9, Male,28, <=50K
41,12, Male,40, >50K
44,13, Male,50, >50K
31,16, Male,60, <=50K
34,9, Male,40, <=50K
21,10, Male,40, <=50K
22,13, Male,20, <=50K
62,6, Male,40, <=50K
19,9, Female,40, <=50K
29,9, Female,25, >50K
43,10, Female,40, <=50K
68,4, Male,8, <=50K
45,13, Male,60, >50K
39,5, Male,40, <=50K
41,13, Male,50, <=50K
34,12, Female,25, >50K
34,9, Female,33, <=50K
31,13, Male,47, <=50K
29,9, Male,25, <=50K
41,13, Male,40, >50K
41,11, Male,55, <=50K
35,14, Male,45, >50K
33,13, Female,45, >50K
37,13, Male,38, <=50K
69,9, Female,40, <=50K
34,9, Female,40, <=50K
60,11, Male,70, >50K
36,10, Male,40, <=50K
41,9, Male,50, <=50K
58,13, Female,40, >50K
53,13, Male,40, <=50K
29,10, Male,40, <=50K
45,9, Female,40, <=50K
34,10, Male,38, <=50K
36,13, Male,40, <=50K
48,10, Female,35, <=50K
20,11, Female,40, <=50K
35,9, Male,50, >50K
63,9, Male,40, <=50K
41,10, Male,45, <=50K
28,13, Male,45, <=50K
30,10, Female,40, <=50K
34,9, Female,40, <=50K
31,9, Female,40, <=50K
37,11, Female,38, <=50K
42,10, Male,40, <=50K
31,10, Male,50, >50K
46,14, Male,45, >50K
35,9, Male,60, >50K
27,9, Male,53, <=50K
41,2, Male,35, <=50K
19,10, Female,20, <=50K
20,10, Male,45, <=50K
59,9, Female,40, <=50K
40,13, Male,37, <=50K
56,10, Male,60, <=50K
33,14, Male,44, >50K
30,10, Female,60, <=50K
46,9, Male,50, <=50K
61,9, Male,35, >50K
50,9, Male,40, >50K
25,9, Male,30, <=50K
40,10, Female,39, <=50K
24,10, Male,40, <=50K
51,9, Male,54, <=50K
43,9, Male,40, <=50K
34,10, Male,54, <=50K
46,9, Male,45, >50K
28,14, Female,50, >50K
26,13, Male,40, <=50K
20,9, Male,28, <=50K
44,11, Male,40, <=50K
51,9, Male,40, <=50K
33,13, Male,60, >50K
54,12, Male,40, >50K
50,13, Female,40, >50K
33,9, Female,40, <=50K
65,13, Male,20, >50K
22,10, Female,8, <=50K
88,15, Male,40, <=50K
40,9, Male,40, <=50K
51,9, Female,43, <=50K
50,7, Female,40, <=50K
25,14, Male,99, >50K
20,11, Male,30, <=50K
47,9, Male,40, <=50K
58,10, Male,40, >50K
22,11, Female,30, <=50K
50,9, Male,48, >50K
47,9, Female,40, <=50K
24,7, Male,45, <=50K
50,9, Male,40, >50K
40,13, Female,45, >50K
36,13, Male,40, <=50K
32,9, Male,40, <=50K
44,9, Male,40, <=50K
51,14, Male,40, <=50K
59,10, Female,40, <=50K
65,9, Male,30, <=50K
24,13, Female,65, <=50K
27,13, Male,35, <=50K
51,11, Male,40, <=50K
48,10, Male,40, >50K
39,9, Male,60, <=50K
28,13, Male,40, <=50K
19,10, Female,25, <=50K
49,13, Female,40, <=50K
51,12, Male,60, <=50K
59,14, Male,55, <=50K
18,9, Female,40, <=50K
50,9, Male,40, <=50K
45,9, Male,80, >50K
30,13, Male,50, >50K
37,13, Male,35, <=50K
44,13, Male,40, >50K
33,10, Male,40, <=50K
61,14, Male,40, >50K
61,9, Male,40, <=50K
38,13, Male,42, >50K
22,10, Male,30, <=50K
36,9, Male,45, <=50K
44,10, Male,60, >50K
37,10, Male,62, <=50K
31,10, Female,20, <=50K
54,16, Male,45, >50K
20,10, Male,16, <=50K
63,13, Female,40, >50K
48,10, Male,40, >50K
33,9, Female,41, <=50K
31,13, Male,45, <=50K
38,15, Male,40, >50K
45,9, Male,40, >50K
48,9, Male,40, <=50K
53,10, Male,40, <=50K
55,9, Female,40, <=50K
38,14, Male,72, >50K
29,9, Female,40, <=50K
36,13, Male,60, >50K
42,10, Male,60, <=50K
50,9, Female,40, <=50K
75,15, Male,35, <=50K
46,13, Male,40, >50K
52,9, Female,40, <=50K
27,13, Female,40, <=50K
43,9, Male,45, <=50K
31,7, Female,42, <=50K
23,10, Female,30, <=50K
34,9, Female,24, <=50K
41,9, Female,40, <=50K
31,9, Female,30, <=50K
42,10, Female,40, <=50K
35,14, Male,45, >50K
55,9, Female,25, <=50K
36,9, Female,40, <=50K
65,9, Male,59, >50K
38,10, Male,12, <=50K
62,10, Female,20, <=50K
54,15, Male,60, >50K
49,9, Male,40, <=50K
34,9, Female,40, <=50K
32,9, Female,40, <=50K
51,14, Male,50, >50K
48,10, Male,60, <=50K
30,9, Male,40, <=50K
52,9, Female,43, <=50K
28,10, Male,40, <=50K
29,9, Male,40, <=50K
38,13, Female,50, <=50K
57,9, Male,50, >50K
43,13, Male,40, >50K
37,10, Male,40, <=50K
30,9, Male,40, <=50K
53,9, Male,48, >50K
69,11, Female,1, <=50K
73,9, Female,37, <=50K
22,10, Male,35, <=50K
31,9, Female,45, <=50K
38,13, Male,40, >50K
50,10, Male,35, <=50K
37,10, Male,37, <=50K
44,13, Male,40, <=50K
47,13, Female,45, <=50K
27,10, Male,40, <=50K
28,12, Female,80, <=50K
25,9, Female,40, <=50K
20,10, Female,40, <=50K
51,13, Male,40, >50K
46,13, Male,40, >50K
67,13, Male,7, >50K
47,9, Male,35, <=50K
42,9, Male,40, <=50K
52,9, Male,50, <=50K
42,12, Female,40, >50K
65,9, Male,40, >50K
21,10, Male,10, <=50K
50,9, Female,40, >50K
46,10, Male,40, <=50K
47,13, Male,50, >50K
57,6, Male,40, <=50K
37,13, Male,45, <=50K
50,9, Male,40, <=50K
58,8, Male,40, <=50K
63,2, Female,30, <=50K
39,9, Male,65, <=50K
46,14, Male,35, <=50K
36,9, Male,40, <=50K
26,3, Male,50, <=50K
21,10, Male,57, <=50K
41,12, Male,40, <=50K
44,10, Male,40, <=50K
22,9, Male,40, <=50K
29,10, Male,60, <=50K
29,9, Female,40, <=50K
58,10, Female,40, >50K
36,15, Male,50, <=50K
30,11, Male,48, <=50K
37,13, Male,43, >50K
29,11, Male,40, <=50K
26,3, Female,40, <=50K
43,9, Male,45, <=50K
49,9, Female,40, >50K
45,13, Male,40, <=50K
28,13, Female,40, <=50K
20,10, Female,25, <=50K
51,9, Female,40, <=50K
32,10, Male,50, >50K
24,9, Female,40, <=50K
35,16, Male,40, >50K
35,12, Male,55, <=50K
41,13, Male,40, >50K
48,13, Male,45, >50K
61,9, Female,35, <=50K
20,10, Male,30, <=50K
27,9, Male,50, >50K
55,10, Male,24, >50K
39,9, Male,40, >50K
17,6, Male,20, <=50K
47,9, Male,40, <=50K
52,9, Female,40, >50K
24,9, Female,20, <=50K
29,7, Female,40, <=50K
25,9, Male,40, <=50K
20,10, Female,40, <=50K
23,9, Male,35, <=50K
57,15, Male,60, <=50K
51,11, Male,40, >50K
33,10, Female,16, <=50K
39,13, Male,40, <=50K
40,9, Male,40, >50K
71,13, Female,16, <=50K
38,10, Male,40, <=50K
28,15, Male,40, <=50K
57,14, Female,40, <=50K
47,10, Male,40, <=50K
59,9, Male,40, <=50K
26,9, Male,40, <=50K
35,13, Female,40, <=50K
61,13, Male,50, >50K
17,7, Female,30, <=50K
36,13, Male,60, >50K
62,4, Male,50, <=50K
34,10, Male,50, >50K
32,13, Male,50, >50K
42,9, Female,40, <=50K
39,10, Male,40, <=50K
58,3, Male,40, <=50K
61,9, Male,60, >50K
40,6, Male,55, <=50K
31,13, Male,37, <=50K
36,9, Male,50, <=50K
23,10, Male,40, <=50K
33,9, Male,41, <=50K
52,9, Male,40, >50K
22,9, Female,24, <=50K
51,10, Female,40, <=50K
31,11, Female,40, <=50K
49,9, Female,40, <=50K
49,9, Female,40, <=50K
53,10, Female,40, <=50K
52,9, Male,40, >50K
20,6, Male,40, <=50K
26,12, Male,40, <=50K
61,9, Male,6, <=50K
43,14, Female,30, <=50K
46,13, Male,52, <=50K
43,11, Female,35, <=50K
41,9, Female,40, <=50K
44,9, Male,55, <=50K
54,9, Male,40, <=50K
65,14, Male,40, >50K
32,13, Female,40, <=50K
25,10, Male,40, <=50K
23,13, Male,50, <=50K
25,13, Male,45, <=50K
19,10, Male,50, <=50K
37,9, Male,60, <=50K
45,10, Male,45, <=50K
37,9, Male,44, <=50K
40,10, Male,70, >50K
19,10, Male,40, <=50K
17,7, Male,5, <=50K
27,13, Female,40, <=50K
40,4, Male,40, >50K
59,9, Female,30, <=50K
19,9, Female,40, <=50K
43,6, Male,40, <=50K
42,6, Male,40, >50K
54,9, Male,40, <=50K
54,14, Male,50, <=50K
51,6, Male,45, <=50K
50,9, Male,60, >50K
40,9, Female,40, <=50K
55,12, Male,25, <=50K
50,9, Female,40, <=50K
31,9, Male,50, <=50K
42,9, Female,32, <=50K
24,9, Male,45, >50K
30,7, Male,40, <=50K
39,12, Female,50, >50K
37,9, Male,50, <=50K
33,9, Male,40, <=50K
48,9, Female,40, <=50K
43,9, Male,78, <=50K
39,13, Male,40, >50K
53,10, Male,45, >50K
52,6, Male,60, <=50K
28,10, Male,20, <=50K
32,9, Male,52, <=50K
31,13, Male,90, >50K
31,13, Female,40, >50K
47,10, Female,40, <=50K
19,10, Male,50, <=50K
40,11, Male,40, <=50K
40,12, Female,45, <=50K
41,7, Male,40, <=50K
53,9, Male,40, <=50K
46,7, Male,43, <=50K
45,13, Male,35, >50K
39,5, Female,34, <=50K
19,9, Male,40, <=50K
57,9, Male,40, >50K
49,11, Female,40, <=50K
59,9, Female,40, <=50K
32,11, Male,50, >50K
18,10, Female,15, <=50K
35,10, Male,40, <=50K
58,6, Female,40, <=50K
28,13, Male,43, <=50K
36,12, Female,40, >50K
41,14, Female,35, <=50K
47,9, Male,40, >50K
50,9, Male,60, <=50K
61,9, Male,16, <=50K
36,9, Male,50, >50K
38,11, Male,40, <=50K
56,9, Male,60, >50K
50,11, Male,45, <=50K
45,10, Male,40, <=50K
44,9, Male,66, <=50K
51,10, Male,45, >50K
44,10, Male,50, >50K
25,9, Male,50, <=50K
60,7, Male,40, <=50K
17,6, Male,30, <=50K
49,14, Male,50, >50K
46,9, Male,60, >50K
56,9, Female,38, <=50K
25,9, Male,45, <=50K
22,10, Male,40, <=50K
76,9, Female,2, <=50K
41,15, Male,60, >50K
48,9, Male,40, >50K
46,6, Male,40, <=50K
30,10, Male,40, >50K
39,9, Male,40, >50K
40,6, Male,40, <=50K
70,9, Male,40, <=50K
35,10, Male,45, <=50K
49,14, Female,75, <=50K
24,11, Male,60, <=50K
40,12, Male,36, >50K
61,15, Male,5, >50K
25,13, Male,40, <=50K
28,13, Female,40, <=50K
69,14, Male,11, <=50K
22,10, Female,36, <=50K
47,9, Male,38, <=50K
38,9, Female,48, <=50K
26,11, Female,40, <=50K
17,7, Female,24, <=50K
33,10, Male,35, <=50K
43,9, Male,40, <=50K
58,11, Male,40, >50K
53,9, Male,40, >50K
26,9, Male,25, <=50K
43,13, Male,40, >50K
31,6, Male,40, <=50K
30,9, Male,42, <=50K
25,9, Female,25, <=50K
57,9, Female,40, <=50K
37,14, Male,60, >50K
32,10, Male,48, <=50K
26,9, Female,41, <=50K
45,9, Male,40, >50K
53,9, Male,35, >50K
27,9, Male,40, <=50K
28,7, Male,50, >50K
32,7, Male,43, >50K
35,13, Female,65, <=50K
36,10, Male,55, >50K
19,10, Male,40, <=50K
37,13, Male,80, >50K
49,10, Male,45, <=50K
20,10, Male,45, <=50K
64,13, Male,55, >50K
60,14, Male,40, <=50K
32,12, Male,42, <=50K
58,9, Male,40, <=50K
42,9, Male,50, <=50K
20,10, Female,14, <=50K
42,10, Male,40, <=50K
25,10, Male,40, <=50K
30,11, Male,65, >50K
37,13, Male,35, >50K
66,11, Male,50, <=50K
59,13, Male,40, >50K
44,13, Male,40, <=50K
46,9, Male,58, >50K
59,13, Female,30, <=50K
25,13, Male,40, <=50K
17,5, Male,9, <=50K
47,13, Male,40, <=50K
47,5, Female,40, <=50K
30,10, Female,40, <=50K
20,10, Female,40, <=50K
26,13, Male,55, <=50K
20,10, Male,15, <=50K
33,9, Male,40, <=50K
48,9, Male,40, <=50K
52,13, Male,50, >50K
37,9, Female,12, <=50K
47,9, Male,40, <=50K
40,6, Male,40, >50K
48,14, Female,40, >50K
49,6, Male,42, >50K
50,10, Female,40, <=50K
30,12, Female,40, <=50K
34,10, Male,40, <=50K
43,9, Male,40, <=50K
22,6, Female,40, <=50K
35,9, Male,40, <=50K
26,9, Female,30, <=50K
62,15, Male,70, <=50K
39,9, Male,40, <=50K
59,10, Male,40, <=50K
69,3, Male,40, <=50K
27,13, Male,40, <=50K
17,6, Male,30, <=50K
38,13, Male,40, <=50K
41,10, Male,50, >50K
27,6, Female,40, <=50K
23,9, Female,40, <=50K
17,6, Male,24, <=50K
56,4, Female,40, <=50K
24,10, Female,40, <=50K
62,16, Male,40, >50K
44,8, Male,40, <=50K
23,13, Male,30, <=50K
41,9, Male,50, <=50K
25,9, Male,65, <=50K
21,10, Female,8, <=50K
18,8, Male,6, <=50K
45,10, Male,40, <=50K
75,13, Female,16, >50K
51,4, Male,40, <=50K
42,9, Female,40, <=50K
47,10, Female,35, <=50K
29,10, Male,40, <=50K
33,7, Male,40, <=50K
43,13, Male,40, <=50K
20,10, Male,16, <=50K
19,13, Female,40, <=50K
44,12, Male,40, >50K
24,10, Male,30, <=50K
19,10, Male,40, <=50K
49,6, Male,40, <=50K
52,11, Male,40, <=50K
38,9, Male,52, <=50K
24,10, Male,50, <=50K
32,13, Male,50, <=50K
72,9, Female,8, <=50K
26,9, Male,50, >50K
31,13, Male,40, <=50K
29,13, Male,50, <=50K
39,9, Male,40, >50K
48,9, Male,50, <=50K
40,10, Male,45, >50K
51,10, Male,45, <=50K
28,9, Male,40, <=50K
22,9, Female,20, <=50K
23,13, Female,40, <=50K
65,10, Male,16, <=50K
26,13, Male,40, <=50K
20,10, Male,50, <=50K
55,14, Male,50, >50K
38,13, Male,10, <=50K
33,9, Male,60, >50K
33,9, Female,60, <=50K
37,13, Female,40, <=50K
19,7, Male,60, <=50K
24,13, Male,50, <=50K
30,7, Male,45, <=50K
57,9, Female,50, <=50K
22,10, Female,20, <=50K
57,9, Male,40, >50K
46,9, Male,40, <=50K
67,9, Male,35, <=50K
35,9, Female,40, <=50K
47,9, Male,40, <=50K
39,6, Male,40, <=50K
50,10, Male,40, <=50K
58,8, Female,52, <=50K
36,12, Female,30, >50K
45,14, Male,36, >50K
54,9, Male,40, >50K
26,13, Male,30, <=50K
60,9, Male,40, >50K
46,15, Male,60, >50K
26,10, Female,35, <=50K
32,7, Male,40, <=50K
38,9, Male,40, <=50K
48,10, Male,70, >50K
44,9, Male,45, >50K
37,9, Female,40, <=50K
44,10, Male,40, <=50K
31,9, Female,35, <=50K
61,15, Male,35, >50K
51,9, Male,40, <=50K
52,13, Female,60, >50K
45,9, Female,40, <=50K
36,12, Female,21, <=50K
39,7, Male,70, <=50K
67,9, Female,24, <=50K
40,12, Male,40, >50K
27,3, Male,35, <=50K
37,2, Male,40, <=50K
57,10, Male,50, >50K
27,6, Female,40, <=50K
28,9, Female,48, <=50K
34,13, Male,60, >50K
54,9, Male,50, >50K
52,9, Female,38, <=50K
42,13, Male,45, >50K
48,14, Male,40, >50K
65,14, Male,35, >50K
55,15, Female,10, <=50K
71,9, Female,20, >50K
33,10, Male,40, <=50K
30,9, Male,40, <=50K
35,13, Male,55, >50K
59,6, Female,40, <=50K
19,10, Male,20, <=50K
36,5, Male,30, <=50K
26,9, Male,40, <=50K
34,9, Male,40, <=50K
41,9, Male,40, >50K
44,13, Male,50, >50K
26,9, Female,40, <=50K
47,9, Male,48, <=50K
18,10, Male,16, <=50K
55,6, Male,18, <=50K
49,9, Male,40, <=50K
44,13, Male,40, >50K
43,13, Male,40, <=50K
62,4, Male,40, <=50K
44,9, Male,40, <=50K
39,9, Female,40, <=50K
50,10, Male,60, >50K
35,7, Male,45, <=50K
52,9, Male,40, <=50K
46,15, Male,60, >50K
44,12, Male,40, >50K
43,10, Male,50, <=50K
51,4, Male,40, <=50K
20,10, Male,20, <=50K
47,12, Female,40, >50K
43,14, Male,50, <=50K
64,9, Male,40, >50K
24,10, Male,40, <=50K
27,10, Male,50, <=50K
32,9, Male,40, <=50K
37,9, Female,12, <=50K
26,9, Male,60, <=50K
43,13, Male,60, >50K
50,9, Female,40, <=50K
20,9, Male,80, <=50K
37,9, Male,45, >50K
43,9, Female,45, <=50K
37,9, Male,50, >50K
53,5, Female,36, <=50K
44,16, Male,40, >50K
25,9, Female,40, <=50K
17,7, Female,20, <=50K
19,9, Male,50, <=50K
53,9, Female,40, >50K
44,10, Male,50, <=50K
51,9, Male,40, >50K
49,9, Female,43, <=50K
35,10, Male,40, <=50K
44,9, Male,45, <=50K
54,14, Male,60, <=50K
37,10, Female,35, <=50K
18,10, Female,15, <=50K
24,10, Male,40, <=50K
29,9, Female,50, <=50K
22,10, Female,35, <=50K
35,9, Male,40, <=50K
56,9, Male,48, >50K
32,4, Female,40, <=50K
24,13, Male,45, <=50K
43,14, Male,40, >50K
73,9, Female,15, <=50K
47,10, Male,40, <=50K
49,8, Male,39, <=50K
38,13, Male,40, >50K
31,9, Male,40, <=50K
39,10, Female,40, <=50K
42,13, Female,40, <=50K
41,14, Male,45, >50K
35,13, Male,45, >50K
38,9, Male,45, <=50K
31,9, Female,40, <=50K
51,9, Male,70, <=50K
38,13, Male,48, >50K
40,10, Male,42, >50K
21,9, Female,30, <=50K
44,10, Male,40, <=50K
55,9, Male,40, >50K
29,9, Male,45, <=50K
49,14, Female,50, >50K
31,11, Male,42, <=50K
24,14, Male,90, <=50K
46,10, Male,40, <=50K
26,9, Male,40, <=50K
35,13, Male,38, <=50K
27,11, Male,50, <=50K
64,13, Male,35, >50K
26,13, Male,40, <=50K
21,9, Female,16, <=50K
45,13, Male,45, >50K
57,9, Male,72, <=50K
30,13, Male,40, >50K
45,7, Female,32, <=50K
50,4, Female,30, <=50K
38,13, Female,40, <=50K
43,10, Male,60, <=50K
42,10, Female,55, <=50K
32,13, Male,40, <=50K
20,9, Female,40, <=50K
27,9, Female,35, <=50K
45,7, Female,40, <=50K
40,9, Female,40, <=50K
38,9, Male,60, <=50K
37,9, Female,40, <=50K
60,6, Female,40, <=50K
53,9, Male,45, >50K
25,13, Female,40, <=50K
47,13, Male,60, <=50K
40,9, Male,70, <=50K
51,9, Male,40, <=50K
19,10, Female,10, <=50K
42,10, Female,50, >50K
65,9, Male,40, <=50K
41,13, Female,40, <=50K
28,6, Male,45, <=50K
46,14, Female,50, >50K
49,13, Female,20, >50K
24,9, Male,40, <=50K
32,7, Male,40, <=50K
71,9, Male,20, <=50K
26,10, Male,40, >50K
29,9, Male,40, <=50K
50,10, Male,50, >50K
51,11, Male,50, >50K
17,6, Female,20, <=50K
49,9, Female,40, >50K
31,6, Male,40, <=50K
23,7, Male,40, <=50K
59,9, Male,40, <=50K
17,6, Male,30, <=50K
43,10, Male,40, >50K
38,13, Male,40, >50K
37,9, Male,40, <=50K
29,6, Male,40, <=50K
39,13, Male,50, >50K
31,12, Male,38, <=50K
42,13, Female,45, >50K
35,14, Female,35, >50K
39,14, Male,40, >50K
40,12, Female,40, <=50K
66,3, Female,40, <=50K
30,5, Male,40, <=50K
43,12, Male,40, <=50K
47,5, Female,50, <=50K
45,14, Female,40, <=50K
31,10, Male,40, <=50K
33,9, Male,40, >50K
32,13, Male,40, <=50K
28,12, Male,40, <=50K
50,9, Male,40, >50K
63,4, Female,40, <=50K
28,13, Male,40, <=50K
38,10, Female,40, <=50K
52,9, Female,38, <=50K
38,15, Male,40, >50K
41,9, Male,40, <=50K
50,14, Male,38, <=50K
59,7, Male,40, <=50K
32,9, Male,49, <=50K
73,4, Male,10, <=50K
52,9, Male,38, <=50K
57,9, Male,60, <=50K
35,11, Male,50, >50K
51,13, Male,56, >50K
22,7, Female,35, <=50K
49,9, Male,40, >50K
22,9, Male,40, <=50K
46,9, Male,40, <=50K
48,9, Female,40, <=50K
52,9, Male,40, <=50K
43,13, Male,50, >50K
25,4, Male,40, <=50K
31,4, Male,40, <=50K
19,10, Male,36, <=50K
19,10, Male,45, <=50K
51,9, Male,84, >50K
51,13, Male,40, >50K
22,9, Female,40, >50K
37,9, Female,35, <=50K
19,10, Female,30, <=50K
45,9, Female,55, <=50K
21,10, Male,10, <=50K
52,9, Female,40, <=50K
46,10, Male,24, <=50K
42,14, Female,38, <=50K
56,9, Male,40, <=50K
23,9, Female,40, <=50K
58,14, Male,40, <=50K
70,9, Male,30, <=50K
30,10, Male,40, <=50K
45,13, Male,40, <=50K
23,10, Male,44, <=50K
34,10, Male,40, <=50K
38,13, Female,40, <=50K
24,11, Male,40, <=50K
53,4, Male,40, <=50K
45,9, Male,40, <=50K
21,10, Female,40, <=50K
21,10, Female,40, <=50K
34,13, Female,40, <=50K
32,9, Male,45, >50K
21,9, Male,40, <=50K
63,14, Male,30, <=50K
23,5, Male,36, <=50K
28,13, Male,50, <=50K
29,9, Male,45, <=50K
25,13, Female,40, <=50K
44,14, Female,60, <=50K
18,9, Female,8, <=50K
26,9, Male,24, <=50K
47,12, Female,35, >50K
23,9, Male,40, <=50K
46,10, Male,40, <=50K
61,13, Male,50, >50K
25,9, Male,40, <=50K
38,9, Male,54, >50K
60,13, Female,15, <=50K
23,10, Male,20, <=50K
36,9, Female,48, <=50K
46,5, Male,25, <=50K
32,13, Male,45, >50K
40,6, Male,40, <=50K
31,9, Male,40, <=50K
31,10, Male,65, >50K
32,13, Male,37, <=50K
21,10, Male,10, <=50K
63,10, Male,40, >50K
44,10, Male,45, >50K
42,13, Male,60, <=50K
23,13, Male,35, <=50K
30,10, Female,45, <=50K
24,9, Male,40, <=50K
42,13, Male,40, >50K
44,9, Female,40, >50K
27,13, Male,48, <=50K
27,10, Male,40, <=50K
22,9, Female,45, <=50K
68,9, Female,40, <=50K
55,10, Male,99, >50K
22,9, Male,40, <=50K
25,10, Female,15, <=50K
68,9, Male,45, <=50K
62,10, Female,16, <=50K
26,9, Male,40, <=50K
34,14, Male,55, >50K
68,10, Male,40, <=50K
42,13, Male,45, >50K
45,13, Male,55, <=50K
26,7, Male,40, <=50K
25,9, Male,45, <=50K
23,13, Male,50, <=50K
29,10, Male,40, <=50K
65,4, Female,50, <=50K
31,9, Male,50, <=50K
26,9, Female,40, <=50K
39,10, Male,50, >50K
44,9, Male,40, >50K
45,14, Female,45, <=50K
26,14, Female,50, <=50K
26,6, Male,35, <=50K
36,5, Male,50, <=50K
38,7, Male,45, <=50K
39,9, Male,48, <=50K
52,15, Male,40, <=50K
39,2, Male,45, <=50K
41,10, Male,40, <=50K
42,14, Male,60, >50K
47,13, Male,70, <=50K
28,11, Male,46, <=50K
25,13, Male,35, <=50K
35,13, Female,40, <=50K
32,9, Female,40, <=50K
38,14, Male,40, >50K
44,10, Male,18, >50K
21,10, Female,40, <=50K
27,13, Female,40, <=50K
30,13, Male,55, >50K
30,13, Male,48, <=50K
45,9, Male,45, <=50K
20,9, Male,40, <=50K
57,14, Male,80, <=50K
43,10, Male,48, <=50K
50,7, Female,40, <=50K
28,4, Female,48, <=50K
25,9, Female,48, >50K
25,9, Male,40, <=50K
90,13, Male,45, <=50K
38,13, Male,40, <=50K
35,13, Female,40, <=50K
50,13, Male,40, >50K
26,9, Female,40, <=50K
39,10, Male,45, <=50K
56,6, Male,40, <=50K
24,9, Female,40, <=50K
46,9, Female,40, >50K
18,7, Female,25, <=50K
37,14, Male,60, >50K
57,14, Female,40, <=50K
43,9, Female,40, <=50K
29,13, Male,25, <=50K
40,14, Male,40, >50K
44,13, Male,40, <=50K
77,9, Male,6, <=50K
30,13, Male,40, <=50K
21,9, Male,40, <=50K
66,6, Male,40, <=50K
40,7, Male,35, <=50K
68,9, Male,40, <=50K
64,9, Female,38, <=50K
26,13, Female,50, <=50K
32,10, Male,40, >50K
32,9, Male,38, <=50K
51,14, Male,40, >50K
